,Title,DOI
2714,Interventions for promoting the initiation of breastfeeding,10.1002/14651858.CD001688.pub3
2715,Early intervention for psychosis,10.1002/14651858.CD004718.pub3
2716,Interactive computer‐based interventions for weight loss or weight maintenance in overweight or obese people,10.1002/14651858.CD007675.pub2
2717,Zidovudine (AZT) versus AZT plus didanosine (ddI) versus AZT plus zalcitabine (ddC) in HIV infected adults,10.1002/14651858.CD002038
2718,Light therapies for acne,10.1002/14651858.CD007917.pub2
2719,Interventions for primary vesicoureteric reflux,10.1002/14651858.CD001532.pub5
2720,Iron supplementation for reducing morbidity and mortality in children with HIV,10.1002/14651858.CD006736.pub2
2721,Combined surgery versus cataract surgery alone for eyes with cataract and glaucoma,10.1002/14651858.CD008671.pub3
2722,Compression therapy for prevention of post‐thrombotic syndrome,10.1002/14651858.CD004174.pub3
2723,Blunt versus sharp suture needles for preventing percutaneous exposure incidents in surgical staff,10.1002/14651858.CD009170.pub2
2724,Methotrexate for primary biliary cirrhosis,10.1002/14651858.CD004385.pub3
2725,Structured treatment interruptions (STI) in chronic suppressed HIV infection in adults,10.1002/14651858.CD005482
2726,The role of iron in the management of chemotherapy‐induced anemia in cancer patients receiving erythropoiesis‐stimulating agents,10.1002/14651858.CD009624.pub2
2727,Oral beta‐blockers for mild to moderate hypertension during pregnancy,10.1002/14651858.CD002863
2728,House dust mite avoidance measures for perennial allergic rhinitis,10.1002/14651858.CD001563.pub3
2729,Polymerase chain reaction blood tests for the diagnosis of invasive aspergillosis in immunocompromised people,10.1002/14651858.CD009551.pub4
2730,Treatment for cryoglobulinemic and non‐cryoglobulinemic peripheral neuropathy associated with hepatitis C virus infection,10.1002/14651858.CD010404.pub2
2731,Day care versus in‐patient surgery for age‐related cataract,10.1002/14651858.CD004242.pub5
2732,Aromatherapy for pain management in labour,10.1002/14651858.CD009215
2733,Dance/movement therapy for improving psychological and physical outcomes in cancer patients,10.1002/14651858.CD007103.pub3
2734,Heparin versus 0.9% sodium chloride intermittent flushing for the prevention of occlusion in long term central venous catheters in infants and children,10.1002/14651858.CD010996.pub2
2735,Interventions for necrotising pancreatitis,10.1002/14651858.CD011383.pub2
2736,Clomiphene citrate for unexplained subfertility in women,10.1002/14651858.CD000057.pub2
2737,Asenapine versus placebo for schizophrenia,10.1002/14651858.CD011458.pub2
2738,Surgical interventions for vertical strabismus in superior oblique palsy,10.1002/14651858.CD012447.pub2
2739,Patient education in the management of coronary heart disease,10.1002/14651858.CD008895.pub3
2740,Non‐surgical interventions for late rectal problems (proctopathy) of radiotherapy in people who have received radiotherapy to the pelvis,10.1002/14651858.CD003455.pub2
2741,Tramadol for neuropathic pain in adults,10.1002/14651858.CD003726.pub4
2742,Periodontal therapy for primary or secondary prevention of cardiovascular disease in people with periodontitis,10.1002/14651858.CD009197.pub4
2743,Routine blood cultures in the management of pyelonephritis in pregnancy for improving outcomes,10.1002/14651858.CD009216.pub2
2744,Singing for adults with chronic obstructive pulmonary disease,10.1002/14651858.CD012296.pub2
2745,House dust mite reduction and avoidance measures for treating eczema,10.1002/14651858.CD008426.pub2
2746,Malaria chemoprophylaxis in sickle cell disease,10.1002/14651858.CD003489.pub2
2747,Oral Janus kinase inhibitors for maintenance of remission in ulcerative colitis,10.1002/14651858.CD012381.pub2
2748,Antithrombin for respiratory distress syndrome in preterm infants,10.1002/14651858.CD005383.pub2
2749,Rutosides for prevention of post‐thrombotic syndrome,10.1002/14651858.CD005626.pub4
2750,"Yoga for improving health‐related quality of life, mental health and cancer‐related symptoms in women diagnosed with breast cancer",10.1002/14651858.CD010802.pub2
2751,Psychological therapies for generalised anxiety disorder,10.1002/14651858.CD001848.pub4
2752,Face‐to‐face versus remote and web 2.0 interventions for promoting physical activity,10.1002/14651858.CD010393.pub2
2753,Oral health education (advice and training) for people with serious mental illness,10.1002/14651858.CD008802.pub3
2754,Antibiotics for asymptomatic bacteriuria,10.1002/14651858.CD009534.pub2
2755,Pharmacological interventions to decrease blood loss and blood transfusion requirements for liver resection,10.1002/14651858.CD008085
2756,Second‐generation antipsychotics for major depressive disorder and dysthymia,10.1002/14651858.CD008121.pub2
2757,Antibiotic therapy versus no antibiotic therapy for children aged two to 59 months with WHO‐defined non‐severe pneumonia and wheeze,10.1002/14651858.CD009576.pub2
2758,Peripheral iridotomy for pigmentary glaucoma,10.1002/14651858.CD005655.pub2
2759,Very early versus delayed mobilisation after stroke,10.1002/14651858.CD006187.pub3
2760,Cycled light in the intensive care unit for preterm and low birth weight infants,10.1002/14651858.CD006982.pub4
2761,"Interventions for replacing missing teeth: dental implants in fresh extraction sockets (immediate, immediate‐delayed and delayed implants)",10.1002/14651858.CD005968.pub3
2762,Interventions for treating acute high altitude illness,10.1002/14651858.CD009567.pub2
2763,Repositioning for pressure ulcer prevention in adults,10.1002/14651858.CD009958.pub2
2764,Anticoagulants versus antiplatelet therapy for preventing stroke in patients with nonrheumatic atrial fibrillation and a history of stroke or transient ischemic attack,10.1002/14651858.CD000187.pub2
2765,Cardiotocography versus intermittent auscultation of fetal heart on admission to labour ward for assessment of fetal wellbeing,10.1002/14651858.CD005122.pub5
2766,Acupuncture and related interventions for smoking cessation,10.1002/14651858.CD000009.pub4
2767,Single dose dipyrone for acute renal colic pain,10.1002/14651858.CD003867
2768,Family‐based prevention programmes for alcohol use in young people,10.1002/14651858.CD012287.pub2
2769,Foot orthoses for patellofemoral pain in adults,10.1002/14651858.CD008402.pub2
2770,Crisis interventions for people with borderline personality disorder,10.1002/14651858.CD009353.pub2
2771,Acupuncture for symptomatic gastroparesis,10.1002/14651858.CD009676.pub2
2772,Green tea (Camellia sinensis) for the prevention of cancer,10.1002/14651858.CD005004.pub3
2773,Fentanyl for neuropathic pain in adults,10.1002/14651858.CD011605.pub2
2774,Monoamine oxidase B inhibitors for early Parkinson's disease,10.1002/14651858.CD004898.pub2
2775,Single‐dose intravesical chemotherapy after nephroureterectomy for upper tract urothelial carcinoma,10.1002/14651858.CD013160.pub2
2776,Electromagnetic field stimulation for treating delayed union or non‐union of long bone fractures in adults,10.1002/14651858.CD008471.pub2
2777,Non‐surgical interventions for acute internal hordeolum,10.1002/14651858.CD007742.pub4
2778,"Antifungal therapy in infants and children with proven, probable or suspected invasive fungal infections",10.1002/14651858.CD006343.pub2
2779,Pancreaticojejunostomy versus pancreaticogastrostomy reconstruction for the prevention of postoperative pancreatic fistula following pancreaticoduodenectomy,10.1002/14651858.CD012257.pub2
2780,Interventions for cutaneous Bowen's disease,10.1002/14651858.CD007281.pub2
2781,Psychoeducation for siblings of people with severe mental illness,10.1002/14651858.CD010540.pub2
2782,Diclofenac with or without an antiemetic for acute migraine headaches in adults,10.1002/14651858.CD008783.pub3
2783,Zonisamide for essential tremor,10.1002/14651858.CD009684.pub2
2784,Comparison of different platelet transfusion thresholds prior to insertion of central lines in patients with thrombocytopenia,10.1002/14651858.CD011771.pub2
2785,Newer generation antidepressants for depressive disorders in children and adolescents,10.1002/14651858.CD004851.pub3
2786,Machine perfusion preservation versus static cold storage for deceased donor kidney transplantation,10.1002/14651858.CD011671.pub2
2787,Intranasal fentanyl for the management of acute pain in children,10.1002/14651858.CD009942.pub2
2788,Chinese herbal medicines for unexplained recurrent miscarriage,10.1002/14651858.CD010568.pub2
2789,Cervical pessary for preventing preterm birth,10.1002/14651858.CD007873.pub3
2790,Colchicine for primary biliary cirrhosis,10.1002/14651858.CD004481.pub2
2791,Short‐course antibiotics for acute otitis media,10.1002/14651858.CD001095.pub2
2792,Psychological interventions for women with non‐metastatic breast cancer,10.1002/14651858.CD008729.pub2
2793,Excitatory amino acid inhibitors for traumatic brain injury,10.1002/14651858.CD003986.pub2
2794,"De‐escalation of antimicrobial treatment for adults with sepsis, severe sepsis or septic shock",10.1002/14651858.CD007934.pub3
2795,Evaluation of the efficacy and safety of adjuvant treatment to levodopa therapy in Parkinson´s disease patients with motor complications,10.1002/14651858.CD007166.pub2
2796,Interventions for actinic keratoses,10.1002/14651858.CD004415.pub2
2797,Home‐based versus clinic‐based specimen collection in the management of Chlamydia trachomatis and Neisseria gonorrhoeae infections,10.1002/14651858.CD011317.pub2
2798,Rehabilitation interventions for improving physical and psychosocial functioning after hip fracture in older people,10.1002/14651858.CD007624.pub3
2799,"Corticosteroids for the prevention and treatment of post‐extubation stridor in neonates, children and adults",10.1002/14651858.CD001000.pub3
2800,Vitamin K for upper gastrointestinal bleeding in people with acute or chronic liver diseases,10.1002/14651858.CD004792.pub5
2801,Nalbuphine for postoperative pain treatment in children,10.1002/14651858.CD009583.pub2
2802,Cholinesterase inhibitors for dementia with Lewy bodies,10.1002/14651858.CD003672
2803,Aripiprazole versus typical antipsychotic drugs for schizophrenia,10.1002/14651858.CD006617.pub3
2804,Prophylactic plasma transfusion for patients without inherited bleeding disorders or anticoagulant use undergoing non‐cardiac surgery or invasive procedures,10.1002/14651858.CD012745.pub2
2805,Beginning reading interventions for children and adolescents with intellectual disability,10.1002/14651858.CD011359.pub2
2806,Lacosamide for neuropathic pain and fibromyalgia in adults,10.1002/14651858.CD009318.pub2
2807,Telephone delivered interventions for preventing HIV infection in HIV‐negative persons,10.1002/14651858.CD009190.pub2
2808,Health workers’ perceptions and experiences of using mHealth technologies to deliver primary healthcare services: a qualitative evidence synthesis,10.1002/14651858.CD011942.pub2
2809,Pharmaceutical policies: effects of educational or regulatory policies targeting prescribers,10.1002/14651858.CD013478
2810,Psychosocial interventions for informal caregivers of people living with cancer,10.1002/14651858.CD009912.pub2
2811,Antiplatelet agents for preventing thrombosis after peripheral arterial bypass surgery,10.1002/14651858.CD000535.pub3
2812,Physical methods for preventing deep vein thrombosis in stroke,10.1002/14651858.CD001922.pub3
2813,The effect of adding inhaled corticosteroids to tiotropium and long‐acting beta2‐agonists for chronic obstructive pulmonary disease,10.1002/14651858.CD009039.pub2
2814,Caudal epidural block versus other methods of postoperative pain relief for circumcision in boys,10.1002/14651858.CD003005.pub2
2815,Routine vaginal examinations for assessing progress of labour to improve outcomes for women and babies at term,10.1002/14651858.CD010088.pub2
2816,Neonatal interventions for preventing cerebral palsy: an overview of Cochrane Systematic Reviews,10.1002/14651858.CD012409.pub2
2817,Methotrexate for maintenance of remission in ulcerative colitis,10.1002/14651858.CD007560.pub3
2818,Angiotensin‐converting enzyme inhibitors and angiotensin receptor blockers for preserving residual kidney function in peritoneal dialysis patients,10.1002/14651858.CD009120.pub2
2819,Cough augmentation techniques for extubation or weaning critically ill patients from mechanical ventilation,10.1002/14651858.CD011833.pub2
